object,ra,dec,sma1_25p5,pa1_25p5,ellip1_25p5,sma1_26p5,pa1_26p5,ellip1_26p5,sma2_25p5,pa2_25p5,ellip2_25p5,sma2_26p5,pa2_26p5,ellip2_26p5,mag1,emag1,mag2,emag2,sky1,ssky1,esky1,sky2,ssky2,esky2,c31_1,c42_1,c31_2,c42_2,mabs1,mabs2,mstar,dmean,dstd,dmin,dmax,dmed,type,bar,ring,multiple,compactness,t,e_t,lc,e_lc,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,bt,e_bt,it,e_it,ubt,bvt,ube,bve,vmaxg,e_vmaxg,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,lambda,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,mod0,mabs,summary,x,y,z,spt_ind,cntr
UGC09951,234.833586,15.38442,39.9,-55.7,0.509,43.1,-55.3,0.478,32.8,-55.0,0.481,43.0,-51.7,0.486,15.649,0.001,16.076,0.001,0.051492,0.011447,0.001364,0.076294,0.011715,0.001646,3.098,3.015,3.056,3.004,-16.765,-16.337,8.832,,,,,,SABc,B,R,,,6.6,0.7,,,1.1,0.09,0.219,0.052,130.0,,,15.774,0.392,15.357,0.142,,,,,59.68,1.7,,,,,15.822,0.301,,2004.5,5.1,2005.5,3.2,2005.2,1.9,0.176,0.393,53.93,0.03,,1.107,15.197,,,24.575,73.84,2.19,15.794,0.597,2011.0,2079.5,2157.4,2138.9,32.507,,-17.31,"<a href=""/data/SPITZER/S4G/galaxies/UGC09951.html"">Data Access</a>",-0.5553154199732545,-0.7881902721790128,0.2652939486349088,213112322,2296
UGC09977,235.498392,0.713368,119.2,77.1,0.839,125.3,76.8,0.793,117.2,78.5,0.842,128.3,75.1,0.81,13.024,0.001,13.387,0.001,0.064556,0.013933,0.002492,0.03803,0.013244,0.002145,3.173,3.138,3.213,3.205,-19.284,-18.921,9.792,28.938,3.064,25.3,34.3,29.0,Sc,,,,,5.3,0.5,,,1.588,0.025,0.917,0.027,80.37,,,14.61,0.497,12.794,0.512,,,,,112.81,2.73,,,,,14.484,0.112,13.744,1914.4,4.3,1917.0,4.4,1915.7,2.4,0.493,1.47,90.0,0.83,,1.597,12.636,,,24.634,112.81,,13.658,1.023,1860.3,1949.3,1999.6,2060.3,32.341,32.48,-19.705,"<a href=""/data/SPITZER/S4G/galaxies/UGC09977.html"">Data Access</a>",-0.5663854629244236,-0.8240464170482769,0.0124502987025902,210201003,2297
UGC09979,235.581165,0.474612,45.6,-45.5,0.601,61.6,-47.2,0.555,42.1,-49.7,0.6,52.6,-50.3,0.584,15.53,0.009,15.845,0.108,0.026467,0.01172,0.001568,0.034232,0.011239,0.001573,2.604,2.565,2.663,2.675,-16.927,-16.612,8.813,31.0,,31.0,31.0,31.0,IB,B,,,D,9.9,0.4,8.3,0.6,1.129,0.065,0.459,0.047,,24.996,0.413,14.937,0.202,15.07,0.463,-0.28,0.27,-0.185,0.355,51.63,1.17,,,,,15.692,0.118,,1960.7,4.0,1963.6,1.2,1963.4,1.0,0.441,0.851,90.0,0.83,1.891,1.152,13.644,-0.442,0.044,23.378,51.63,,14.865,1.221,1907.3,1996.5,2046.1,2107.6,32.384,,-18.739,"<a href=""/data/SPITZER/S4G/galaxies/UGC09979.html"">Data Access</a>",-0.5652188223508524,-0.8248994286338901,0.0082834473377371,210201003,2298
UGC09991,235.849915,14.435906,52.0,68.6,0.688,56.7,74.4,0.602,48.4,70.7,0.675,54.3,74.1,0.569,14.824,0.001,15.173,0.002,0.001445,0.012229,0.002037,-0.004766,0.011045,0.001978,2.979,2.905,2.958,2.893,-17.512,-17.163,9.073,,,,,,Sc,,,,,5.9,0.4,,,1.095,0.045,0.617,0.029,70.0,,,15.353,0.549,,,,,,,91.98,2.56,,,,,15.759,0.245,,1933.2,4.2,,,1933.2,4.2,0.171,1.06,80.59,0.1,,1.087,14.114,,,23.386,93.24,2.6,15.657,1.544,1938.0,2007.4,2081.7,2062.5,32.426,,-18.312,"<a href=""/data/SPITZER/S4G/galaxies/UGC09991.html"">Data Access</a>",-0.5436387941975593,-0.8014411725171638,0.2492968279736772,210221023,2299
NGC4395,186.453601,33.546863,239.0,-63.9,0.303,266.9,-32.3,0.192,220.2,-57.9,0.286,266.8,-54.1,0.299,11.22,0.001,11.579,0.002,0.028386,0.021949,0.004574,0.008434,0.020238,0.003011,2.541,2.592,2.602,2.686,-17.041,-16.683,8.892,4.491,1.105,2.96,6.31,4.3,Sm,B,R,,,8.9,0.4,7.7,0.6,1.62,0.027,0.477,0.029,126.6,23.827,0.388,10.838,0.262,,,,0.46,-0.51,0.48,50.27,1.54,30.0,5.0,,,11.605,0.093,11.308,317.8,2.9,305.2,43.8,317.8,2.1,0.075,0.877,90.0,0.83,1.692,1.608,9.886,,0.341,21.705,50.27,,10.779,0.893,305.0,333.9,497.6,582.7,,28.069,-18.183,"<a href=""/data/SPITZER/S4G/galaxies/NGC4395.html"">Data Access</a>",-0.828152804127657,-0.0936767992701228,0.5526188472120759,212232231,1151
NGC4396,186.49516,15.67162,125.2,-57.0,0.618,145.1,-51.6,0.526,124.5,-57.3,0.709,130.9,-56.8,0.62,12.414,0.002,12.866,0.004,0.0425,0.009269,0.001634,0.066922,0.014243,0.001618,3.369,3.259,3.187,3.116,,,,,,,,,Scd,,,,,6.9,0.7,5.5,2.3,1.473,0.039,0.454,0.05,124.04,,,13.086,0.098,12.662,0.428,-0.12,0.48,-0.165,0.53,83.27,2.24,,,,,14.777,0.133,12.619,-123.5,3.7,-107.9,2.5,-112.9,5.3,0.113,0.811,71.57,0.05,1.23,1.465,12.162,-0.2,0.369,23.287,87.77,2.39,14.724,2.562,-216.6,-157.6,-9.3,206.7,,,,"<a href=""/data/SPITZER/S4G/galaxies/NGC4396.html"">Data Access</a>",-0.9566456848371555,-0.1089141481507691,0.2701235680481103,212022101,1152
NGC4402,186.531181,13.112509,150.2,89.1,0.649,164.8,86.8,0.604,139.7,89.8,0.664,158.0,89.3,0.622,10.837,0.001,11.247,0.001,0.062616,0.009083,0.005769,0.092181,0.029652,0.00451,2.854,2.903,2.844,2.904,-20.278,-19.869,10.225,16.717,4.721,12.6,26.0,15.5,Sb,,,,,3.3,0.8,7.0,1.5,1.546,0.023,0.544,0.025,88.77,,,12.945,0.385,11.652,0.556,,,0.28,0.85,113.15,2.84,,,,,15.259,0.165,10.969,232.7,3.7,236.7,4.2,234.4,2.4,0.126,0.774,81.51,0.11,0.964,1.536,12.044,,,23.531,114.4,2.88,15.147,3.102,118.3,181.4,326.2,559.3,,31.035,-18.991,"<a href=""/data/SPITZER/S4G/galaxies/NGC4402.html"">Data Access</a>",-0.9676057775289408,-0.110778203534979,0.2268639436185856,212022223,1153
NGC4405,186.529746,16.181045,80.2,16.4,0.255,102.4,-2.9,0.214,62.5,20.6,0.227,76.4,17.9,0.235,11.931,0.001,12.435,0.001,0.052324,0.006152,0.004053,0.056278,0.00974,0.001479,3.208,3.154,3.098,3.05,-20.141,-19.637,10.239,,,,,,S0-a,,,,,-0.1,0.4,,,1.225,0.064,0.19,0.042,21.91,,,12.961,0.135,11.716,0.074,,,0.17,0.75,59.46,2.27,,,,,17.295,0.121,12.412,1740.8,6.0,1735.7,4.9,1737.8,3.2,0.106,0.073,55.4,0.03,,1.226,12.756,,,22.716,72.24,2.85,17.265,4.51,1636.6,1694.9,1843.8,2056.1,32.162,30.8,-19.407,"<a href=""/data/SPITZER/S4G/galaxies/NGC4405.html"">Data Access</a>",-0.9541558599445888,-0.1092141534753283,0.2786733995451839,212022103,1154
NGC4406,186.548953,12.946168,,,,,,,724.4,-57.7,0.556,0.0,0.0,0.0,,,9.107,0.001,0.039888,0.020816,0.002877,0.035417,0.03201,0.003099,,,5.212,4.463,,-21.941,,16.197,1.722,11.7,18.4,16.8,E,,,M,,-4.8,0.5,,,2.062,0.014,0.136,0.029,127.04,,,9.832,0.222,7.869,0.1,0.655,0.93,0.51,0.94,81.43,6.05,234.83,3.06,0.286,0.002,17.054,0.211,,-302.0,4.6,-225.8,7.8,-282.4,23.7,0.127,0.0,66.21,0.04,,2.076,9.709,0.624,0.904,23.994,88.99,6.73,17.012,7.303,-399.3,-336.0,-191.5,42.8,,31.133,-21.424,"<a href=""/data/SPITZER/S4G/galaxies/NGC4406.html"">Data Access</a>",-0.9682216245362764,-0.1111529800853649,0.2240354900422622,212022223,1155
NGC4409,186.74355,2.49457,66.2,9.0,0.411,72.7,15.0,0.371,63.4,9.7,0.472,68.4,15.7,0.404,12.053,0.001,12.466,0.001,0.064821,0.021103,0.001808,0.151675,0.034229,0.002128,2.425,2.447,2.379,2.395,-19.355,-18.942,9.858,19.125,2.781,13.9,24.9,18.8,SBc,B,R,,,4.7,0.9,5.8,0.6,1.26,0.037,0.313,0.03,9.5,,,12.865,0.132,11.792,0.264,,,-0.09,0.54,83.73,1.35,,,,,15.071,0.111,11.877,1692.3,3.8,1632.0,1.6,1640.8,15.2,0.077,0.522,63.33,0.04,1.027,1.255,12.257,,,22.32,93.7,1.55,15.034,2.776,1476.3,1554.3,1681.7,1980.7,31.968,31.0,-19.71,"<a href=""/data/SPITZER/S4G/galaxies/NGC4409.html"">Data Access</a>",-0.9921405893883267,-0.1173143250265915,0.0435247059925608,212001302,1156
NGC4411A,186.624589,8.872196,73.1,-70.0,0.125,93.2,70.0,0.231,65.9,-29.0,0.171,80.3,64.8,0.113,13.382,0.005,13.838,0.003,0.062602,0.013571,0.002493,0.112192,0.016929,0.001803,2.705,2.729,2.666,2.682,-17.745,-17.289,9.245,16.8,,16.8,16.8,16.8,Sc,B,,,,5.4,0.6,4.1,2.4,1.212,0.041,0.22,0.028,19.0,,,13.536,0.087,,,,0.71,,,36.82,1.45,,,,,15.307,0.144,,1280.2,3.7,1264.4,38.8,1280.0,2.8,0.11,0.381,54.42,0.03,0.945,1.214,13.038,,0.635,22.911,45.27,1.81,15.278,2.241,1144.0,1213.3,1351.7,1612.3,31.517,30.89,-18.48,"<a href=""/data/SPITZER/S4G/galaxies/NGC4411A.html"">Data Access</a>",-0.9814380610725055,-0.1139831109533142,0.1542309394889541,212033211,1157
NGC4411B,186.696822,8.884604,88.7,37.2,0.075,105.7,67.8,0.134,77.7,-62.6,0.006,98.5,48.3,0.111,12.882,0.001,13.354,0.001,0.0615,0.014439,0.00324,0.135687,0.014276,0.002369,2.721,2.799,2.717,2.758,-18.244,-17.772,9.457,16.8,,16.8,16.8,16.8,SABc,B,,,,6.3,1.0,4.7,2.0,1.284,0.038,0.047,0.028,,23.275,0.31,13.038,0.147,13.762,0.093,,0.59,-0.09,0.625,35.09,1.24,,,,,14.671,0.178,,1270.8,3.1,1277.9,26.0,1270.9,2.3,0.129,0.084,26.58,0.02,1.106,1.295,12.82,,0.543,23.107,78.43,3.13,14.65,1.83,1135.0,1204.4,1342.7,1603.0,31.454,,-18.634,"<a href=""/data/SPITZER/S4G/galaxies/NGC4411B.html"">Data Access</a>",-0.9812603868013393,-0.1152164249165398,0.1544449051407567,212033211,1158
NGC4412,186.650361,3.964702,63.2,-82.5,0.062,75.6,41.1,0.09,59.4,-89.0,0.109,67.0,-71.6,0.084,12.146,0.001,12.588,0.001,0.059896,0.019445,0.001946,0.150568,0.065767,0.002309,2.651,2.859,2.676,2.953,-20.611,-20.17,10.382,35.6,,35.6,35.6,35.6,SBb,B,R,,,3.1,0.5,3.0,0.4,1.175,0.036,0.046,0.024,,,,13.16,0.107,,,,,,,52.34,2.24,,,,,16.026,0.193,11.912,2293.9,6.5,2292.7,8.6,2293.5,3.7,0.078,0.07,26.8,0.02,0.642,1.18,12.996,,,22.696,116.07,5.43,16.004,3.009,2135.3,2211.3,2341.4,2632.1,32.661,,-19.665,"<a href=""/data/SPITZER/S4G/galaxies/NGC4412.html"">Data Access</a>",-0.9908942944363875,-0.1155330931748165,0.0691418949326163,212001131,1159
NGC4413,186.634496,12.611609,99.9,64.8,0.309,117.2,70.9,0.274,93.4,63.9,0.352,109.3,59.0,0.267,12.097,0.001,12.543,0.002,0.045631,0.007103,0.001764,0.070221,0.012479,0.00141,3.323,3.387,3.338,3.39,-19.013,-18.567,9.745,16.675,0.377,16.2,17.1,16.7,Sab,B,R,,,2.0,1.1,4.0,1.8,1.319,0.031,0.155,0.026,53.07,,,12.873,0.112,11.82,0.384,,,0.03,0.66,66.15,2.12,,,,,16.231,0.172,12.815,102.7,4.5,90.9,3.4,95.1,4.4,0.14,0.195,48.24,0.02,0.611,1.326,12.538,,,22.982,88.69,2.93,16.209,3.672,-23.2,40.6,184.6,420.8,,30.97,-18.432,"<a href=""/data/SPITZER/S4G/galaxies/NGC4413.html"">Data Access</a>",-0.9693375005272454,-0.1127476375530985,0.2183409725584908,212022233,1160
NGC4414,186.613032,31.223453,153.5,-15.7,0.222,167.6,-18.5,0.187,150.0,-21.1,0.286,170.1,-13.3,0.248,9.429,0.001,9.861,0.001,0.01795,0.02622,0.003815,0.00519,0.040395,0.004179,3.247,3.33,3.132,3.228,-21.885,-21.453,10.883,18.312,2.402,9.7,24.6,18.15,Sc,,,,,5.2,0.6,3.5,0.9,1.29,0.035,0.24,0.031,164.48,,,10.991,0.079,9.07,0.094,0.16,0.84,0.42,0.785,181.81,4.95,109.68,4.48,,,13.272,0.116,,718.2,6.4,708.3,16.8,717.0,4.8,0.084,0.412,56.58,0.03,0.861,1.288,10.491,0.097,0.772,20.721,217.83,6.06,13.241,2.75,692.3,725.5,887.9,990.4,30.601,31.257,-20.11,"<a href=""/data/SPITZER/S4G/galaxies/NGC4414.html"">Data Access</a>",-0.8494624718590593,-0.0984819645009782,0.5183770939876925,212232113,1161
NGC4416,186.694731,7.918558,65.8,88.4,0.131,82.0,-80.9,0.086,60.7,81.8,0.126,78.4,-46.8,0.163,12.514,0.004,12.944,0.003,0.10226,0.011363,0.001858,0.172754,0.011592,0.00189,2.846,2.909,2.839,2.892,-19.047,-18.617,9.747,,,,,,Sc,B,,,,5.9,0.5,5.0,1.8,1.196,0.034,0.058,0.024,112.16,21.797,0.389,13.117,0.112,,,,,,,59.56,2.2,,,,,15.798,0.115,12.909,1390.0,4.6,1390.1,7.1,1390.0,2.7,0.11,0.102,29.37,0.02,1.11,1.204,12.898,,,22.724,121.45,4.87,15.777,2.878,1249.7,1320.4,1457.2,1723.6,31.639,32.82,-18.741,"<a href=""/data/SPITZER/S4G/galaxies/NGC4416.html"">Data Access</a>",-0.9837112841051822,-0.115467806188558,0.1377653630566667,212033313,1162
NGC4419,186.73524,15.04743,116.4,-48.0,0.55,128.1,-48.0,0.455,104.9,-47.8,0.533,125.5,-48.0,0.521,10.389,0.001,10.841,0.001,0.039956,0.008803,0.001954,0.058038,0.021244,0.001596,4.403,4.043,4.771,4.24,-20.781,-20.329,10.457,17.14,3.597,11.5,22.9,17.25,Sa,B,,,,1.2,0.9,,,1.59,0.041,0.477,0.049,132.0,,,11.992,0.133,10.464,0.059,0.5,0.92,0.39,0.95,100.01,2.59,99.19,3.17,,,16.533,0.216,10.8,-274.6,4.5,-206.0,2.1,-218.2,18.6,0.143,0.416,84.47,0.17,,1.584,11.435,0.379,0.802,23.169,100.48,2.63,16.363,4.928,-324.7,-264.5,-117.2,102.3,,30.681,-19.246,"<a href=""/data/SPITZER/S4G/galaxies/NGC4419.html"">Data Access</a>",-0.9590465822331539,-0.1132601293307471,0.2596185590648112,212022133,1163
NGC4423,186.787104,5.879604,83.2,19.7,0.766,108.4,19.7,0.784,79.2,21.3,0.776,105.9,18.1,0.813,13.573,0.001,13.981,0.001,0.069688,0.015016,0.001505,0.095521,0.022332,0.001692,3.084,3.047,3.115,3.054,-18.033,-17.625,9.325,20.95,2.899,18.9,23.0,20.95,Sd,,,,,7.8,0.8,,,1.312,0.031,0.699,0.035,19.25,,,14.098,0.168,13.196,0.108,,,,,64.24,3.19,,,,,14.696,0.153,13.681,1120.0,6.5,1121.9,1.6,1121.8,1.1,0.09,1.26,90.0,0.83,,1.293,12.745,,,23.0,64.24,,13.87,1.125,972.3,1045.9,1179.2,1457.9,31.181,31.301,-18.436,"<a href=""/data/SPITZER/S4G/galaxies/NGC4423.html"">Data Access</a>",-0.9877683449140433,-0.1175587643776557,0.1024384386047073,212033001,1164
PGC027810,145.824552,-9.945729,97.5,-27.8,0.694,110.4,-27.3,0.63,75.4,-28.5,0.625,105.2,-28.3,0.628,13.239,0.008,13.684,0.005,0.010759,0.012839,0.002742,-0.041254,0.012732,0.001458,3.726,3.601,3.709,3.565,-20.673,-20.229,10.408,60.6,11.259,47.6,67.2,67.0,SABc,B,,,,6.8,1.1,6.0,0.5,1.324,0.036,0.44,0.028,152.66,,,13.88,0.356,12.475,0.079,,,,,139.23,4.2,,,,,14.302,0.09,,2701.9,4.9,2703.7,39.8,2701.9,3.4,0.267,0.784,70.79,0.05,1.267,1.332,12.819,,,23.369,147.43,4.47,14.251,1.432,2480.8,2521.9,2621.6,3031.6,32.907,,-20.088,"<a href=""/data/SPITZER/S4G/galaxies/PGC027810.html"">Data Access</a>",-0.8148882011091614,0.5532871324098768,-0.1727152824816914,112132333,1746
PGC027825,145.86915,-5.36538,57.5,-32.4,0.358,69.5,-31.3,0.339,52.0,-24.2,0.459,65.6,-33.7,0.337,14.193,0.012,14.579,0.018,0.028649,0.013198,0.001994,-0.027053,0.013016,0.002444,2.94,2.96,3.048,3.058,-17.87,-17.483,9.244,,,,,,SBcd,B,,,,7.0,0.5,5.0,0.5,1.128,0.039,0.302,0.029,,,,14.48,0.5,13.41,0.099,,,,,,,,,,,,,,1893.0,5.5,1921.1,45.0,1893.4,4.6,0.32,0.544,72.42,0.06,1.202,1.146,13.609,,,23.253,,,,,1689.4,1725.4,1835.2,2223.8,32.162,,-18.553,"<a href=""/data/SPITZER/S4G/galaxies/PGC027825.html"">Data Access</a>",-0.8241316452927666,0.5586264582927245,-0.0935067447961079,112131103,1747
PGC027833,145.900907,-5.912533,63.6,7.5,0.169,70.3,11.7,0.103,53.9,-173.2,0.097,72.2,4.3,0.231,13.34,0.001,13.795,0.002,0.042876,0.014728,0.002276,-0.00596,0.014479,0.001901,3.205,3.196,3.22,3.217,-18.957,-18.502,9.73,28.8,,28.8,28.8,28.8,SBcd,B,,,,7.4,1.1,6.0,0.5,1.303,0.029,0.41,0.028,2.0,,,13.745,0.366,12.225,0.079,,,,,38.32,1.35,,,,,15.339,0.179,,2023.5,4.6,2063.4,40.7,2024.0,4.5,0.178,0.741,90.0,0.83,1.347,1.304,12.818,,,23.179,38.32,,14.513,1.695,1817.9,1854.6,1963.2,2354.5,32.298,,-19.48,"<a href=""/data/SPITZER/S4G/galaxies/PGC027833.html"">Data Access</a>",-0.8236641365790414,0.5576435292907959,-0.1030101177244615,112131101,1748
PGC028308,147.55814,-12.057475,60.4,-54.3,0.668,65.8,-54.3,0.606,54.5,-53.6,0.677,60.7,-54.0,0.673,12.654,0.001,13.074,0.001,0.042247,0.011536,0.001587,0.101866,0.011561,0.001524,3.422,3.319,3.311,3.276,-21.724,-21.304,10.811,75.1,0.2,74.9,75.3,75.1,Scd,,,,,6.7,0.8,,,1.298,0.032,0.741,0.027,125.83,,,14.37,0.5,,,,,,,166.7,11.1,,,,,15.382,0.245,12.869,2719.0,8.5,2697.1,2.6,2698.9,4.7,0.189,1.295,85.47,0.21,,1.286,12.877,,,23.157,167.22,11.14,15.176,2.299,2468.6,2514.8,2610.9,3031.7,32.907,,-20.03,"<a href=""/data/SPITZER/S4G/galaxies/PGC028308.html"">Data Access</a>",-0.8253177681461686,0.5246087899547502,-0.2088927932802851,112132121,1749
PGC028380,147.841917,-12.623547,48.8,72.0,0.317,61.0,77.2,0.335,46.5,67.8,0.437,53.3,66.2,0.375,14.273,0.003,14.828,0.006,0.043908,0.011604,0.001786,0.100126,0.011397,0.001348,3.121,3.181,3.139,3.163,-18.404,-17.849,9.582,,,,,,Sc,B,,,,5.7,1.1,5.0,0.5,1.132,0.036,0.211,0.024,63.77,,,14.785,0.641,13.485,0.084,,,,,72.08,4.8,,,,,15.442,0.266,,2526.0,8.5,,,2526.0,8.5,0.204,0.37,53.34,0.03,1.071,1.142,14.199,,,23.771,89.85,6.04,15.414,1.214,2293.5,2340.7,2435.8,2859.1,32.77,,-18.57,"<a href=""/data/SPITZER/S4G/galaxies/PGC028380.html"">Data Access</a>",-0.826118364944234,0.5193908324898628,-0.2185442980893177,112112212,1750
PGC029086,150.650575,-6.012597,94.5,14.9,0.847,113.3,15.3,0.816,62.3,13.2,0.793,76.7,13.1,0.766,14.91,0.008,15.562,0.014,0.088163,0.008905,0.003201,0.289841,0.014013,0.001962,3.078,3.154,3.574,3.425,-15.137,-14.486,8.347,10.22,2.272,6.2,11.8,11.0,Scd,,,,,7.2,0.6,8.0,0.5,1.483,0.025,0.975,0.023,9.34,,,14.67,0.319,13.805,0.079,,,,,56.14,1.49,,,,,14.469,0.074,,661.9,2.9,662.0,5.0,661.9,1.8,0.165,1.704,90.0,0.83,1.516,1.459,12.798,,,23.925,56.14,,13.643,0.844,451.3,495.4,607.4,1003.1,29.81,,-17.012,"<a href=""/data/SPITZER/S4G/galaxies/PGC029086.html"">Data Access</a>",-0.8668517674667208,0.4874382576735883,-0.1047471154541196,112131200,1751
PGC029300,151.423327,-7.981516,77.6,-28.4,0.058,93.7,-43.8,0.074,69.4,-9.1,0.055,83.1,-96.4,0.019,12.728,0.002,13.221,0.001,0.053649,0.012043,0.001851,0.14177,0.012379,0.001982,3.085,3.084,3.09,3.075,-17.538,-17.044,9.19,11.3,2.828,9.3,13.3,11.3,S0,,,,,-1.9,1.4,,,1.251,0.03,0.04,0.024,,23.751,0.305,13.217,0.107,11.686,0.231,,0.73,0.26,0.82,,,29.0,10.0,0.193,0.117,,,,,,714.6,5.0,714.6,5.0,0.228,0.0,27.69,0.02,,1.275,12.978,,0.667,23.221,,,,,496.0,543.5,651.6,1057.1,29.942,,-16.965,"<a href=""/data/SPITZER/S4G/galaxies/PGC029300.html"">Data Access</a>",-0.8696708112852124,0.4737006970277617,-0.1388536266502724,112130133,1752
PGC029466,151.988003,13.227279,30.8,-1.0,0.801,39.3,-1.8,0.793,22.7,1.4,0.74,31.4,0.7,0.773,16.549,0.011,16.943,0.255,0.039383,0.013076,0.001346,0.121828,0.012793,0.001433,2.552,2.526,2.541,2.543,-16.922,-16.528,8.87,49.467,0.451,49.0,49.9,49.5,Sc,,,,,6.2,1.1,,,1.039,0.088,0.819,0.062,179.86,,,16.11,0.588,15.844,0.057,,,,,68.97,3.74,,,,,15.866,0.42,,2758.4,6.6,2761.5,1.9,2761.3,1.5,0.157,1.398,90.0,0.83,,1.021,14.543,,,23.481,68.97,,15.04,0.497,2634.3,2656.4,2803.5,3085.5,33.067,,-18.525,"<a href=""/data/SPITZER/S4G/galaxies/PGC029466.html"">Data Access</a>",-0.859427345247274,0.457196479453652,0.2288143732732039,220222230,1753
PGC029653,152.754321,-4.692623,164.2,-51.6,0.079,206.7,48.8,0.076,148.9,-80.6,0.113,195.0,-45.5,0.043,12.054,0.007,12.439,0.003,0.031746,0.014326,0.001714,0.055021,0.014431,0.002617,2.045,1.994,1.99,1.914,-13.73,-13.345,7.587,1.435,0.232,0.996,2.29,1.405,IB,B,,,,9.9,0.5,9.7,0.6,1.732,0.024,0.054,0.039,157.5,24.825,0.506,12.316,0.725,,,,0.39,-0.325,0.345,24.18,0.86,,,,,12.298,0.096,,323.6,2.1,324.0,1.1,323.9,0.7,0.193,0.101,31.14,0.02,1.92,1.748,12.022,,0.33,24.603,46.76,1.91,12.277,0.255,117.0,162.8,278.8,668.9,,25.585,-13.564,"<a href=""/data/SPITZER/S4G/galaxies/PGC029653.html"">Data Access</a>",-0.8860715049585864,0.4562722665762155,-0.0818101879586451,112123322,1754
PGC030591,156.360231,-15.349087,49.7,-12.4,0.71,53.1,-11.6,0.663,47.6,-10.7,0.702,50.6,-12.5,0.659,13.634,0.001,14.035,0.001,0.083216,0.01227,0.001251,0.172702,0.012422,0.001582,2.709,2.738,2.766,2.776,-20.267,-19.866,10.213,60.275,1.034,59.5,61.8,59.9,Scd,,,,,6.9,0.6,,,1.185,0.045,0.764,0.042,168.4,,,15.13,0.5,13.505,0.084,,,,,111.38,7.45,,,,,,,,2028.0,7.6,2093.7,40.4,2030.2,10.0,0.419,1.341,86.47,0.26,,1.194,13.363,,,23.302,111.59,7.47,,,1783.4,1845.7,1939.2,2376.4,32.254,,-18.891,"<a href=""/data/SPITZER/S4G/galaxies/PGC030591.html"">Data Access</a>",-0.8834088009265259,0.3866822486920941,-0.2646993180799361,112302322,1755
PGC031979,160.900957,-9.856222,53.0,-18.2,0.043,67.6,-26.0,0.129,51.5,38.6,0.149,62.6,-1.8,0.117,14.02,0.001,14.438,0.007,0.090821,0.011679,0.001497,0.207318,0.012035,0.001285,4.875,4.059,4.786,4.025,-18.38,-17.962,9.471,30.2,,30.2,30.2,30.2,SBcd,B,,,,6.7,0.7,5.0,0.5,1.164,0.04,0.032,0.024,,,,14.05,0.371,13.416,0.252,,,,,68.72,2.61,,,,,14.612,0.126,,2081.2,4.5,2079.9,5.3,2080.7,2.5,0.136,0.057,21.95,0.02,1.175,1.175,13.849,,,23.545,183.8,8.1,14.59,0.741,1851.3,1914.3,2022.5,2435.9,32.341,,-18.492,"<a href=""/data/SPITZER/S4G/galaxies/PGC031979.html"">Data Access</a>",-0.9310072330996567,0.3223727447649357,-0.1711763574470583,112323031,1756
PGC032091,161.295181,-10.064444,52.4,39.1,0.147,64.3,37.1,0.154,48.3,26.7,0.173,62.5,31.0,0.258,13.766,0.003,14.19,0.004,0.081959,0.012711,0.001796,0.241835,0.013532,0.001794,2.783,2.809,2.797,2.823,-18.925,-18.502,9.693,,,,,,SABc,B,,,,7.0,0.5,6.0,0.5,1.131,0.04,0.044,0.024,,,,14.325,0.375,,,,,,,59.89,3.31,,,,,14.915,0.234,,2520.8,7.8,2367.9,29.7,2510.9,27.1,0.148,0.079,25.61,0.02,1.303,1.143,14.089,,,23.633,138.59,8.25,14.894,0.805,2280.7,2344.5,2452.2,2866.4,32.77,,-18.681,"<a href=""/data/SPITZER/S4G/galaxies/PGC032091.html"">Data Access</a>",-0.9326078789478028,0.3157577797627105,-0.174755739945227,112323033,1757
PGC032548,162.846268,-10.133429,40.2,-31.5,0.759,51.8,-31.6,0.797,38.3,-26.1,0.756,60.4,-28.7,0.787,14.886,0.001,15.278,0.012,0.096742,0.012508,0.002477,0.231227,0.013284,0.001783,3.136,3.044,3.192,3.024,-18.59,-18.198,9.537,49.567,0.306,49.3,49.9,49.5,S0-a,,,,,-0.2,3.4,,,1.245,0.034,0.962,0.028,149.67,,,15.383,0.444,14.195,0.075,,,,,93.33,7.91,,,,,15.9,0.092,,2482.0,8.5,2518.1,36.6,2483.9,8.1,0.138,0.152,90.0,0.83,,1.218,15.056,,,25.004,93.33,,15.074,0.018,2253.3,2319.3,2427.2,2840.6,32.734,,-17.678,"<a href=""/data/SPITZER/S4G/galaxies/PGC032548.html"">Data Access</a>",-0.9406114451220311,0.2903357338775469,-0.1759411007673611,112322223,1758
